date,batch,Number,Temperature,Density,pH,HCO3,Cl,K,Na,Ca,Mg,SO4,Li,Sr,B,Br,NO3,TDS,B2O3,Rb ug/L,Cs ug/L
2022/5/23,19, D01-5,19.82,1.2432,6.36,946,231228,13829,20563,972,63623,4008,80.48,27.8,110.06,9.72,51.81,335.5,,4553,832.6
2022/5/23,19, D01-6,20,1.2347,6.42,814,219457,12049,27753,1006,57285,4520,79.64,27.99,105.77,10.54,68.33,323.2,,3517,53.85
2022/5/23,19, D01-7,17.97,1.2415,6.34,952,228023,13467,22692,997,61589,4269,81.4,27.64,109.22,9.72,71.77,332.3,,3864,46.43
2022/5/23,19, D01-8,20.36,1.24,6.34,864,227999,11334,22063,986.3,61074,4253,80.04,26.83,111.7,11.19,74.69,328.9,,3696,525.92
2022/5/23,19, D06-1,18.36,1.2132,6.6,460,191580,7199,62655,1073,32655,5803,67.2,47.44,93.33,4.87,22.33,301.7,,1385,72.38
2022/5/23,19, D06-2,13.94,1.2283,6.58,618,206407,21720,42826,1077,43911,5189,68.71,48.28,102.85,5.86,32.42,322,,4171,29.47
2022/5/23,19, D06-3,12.74,1.2283,6.59,531,204305,22158,43145,1077,44022,5172,69.5,48.35,110.2,7.13,37.23,320.7,,4183,36.81
2022/5/23,19, D11-1,12.2,1.21,6.92,602,192674,2467,64298,1115,33329,6352,75.1,43.92,105.55,4.94,48.71,301.1,,706.5,17.63
2022/5/23,19, D11-2,19.44,1.2096,7,511,192472,2182,64712,1019,33332,6378,74.32,43.46,101.09,5.33,39.67,300.9,,660.6,1.82
2022/5/23,19, D11-3,16.83,1.2095,7,629,189894,2254,64985,1221,33507,6403,76.91,47.49,106.54,11.06,42.48,299.2,,1488,1943
2022/5/23,19, BS1,14.97,1.2146,6.82,815,194334,4550,56767,1095,38554,6396,81.59,53.48,115.36,3.31,57.94,302.8,,1136,47.86
2022/5/23,19, BS2,20.08,1.2146,6.85,844,194635,4579,55823,1059,38329,6498,81.55,53.24,113.03,3.14,63.3,302.1,,1082,15.47
2022/5/23,19, CL1,20.24,1.2148,6.85,655,193645,7020,59304,1085,36051,6419,70.27,48.3,104.26,1.89,48.12,304.5,,1505,11.25
2022/5/23,19, HS1,19.01,1.21,6.9,687,188869,1876,64459,1044,32470,6797,72.05,47.4,103.23,0.92,52.65,296.5,,717.4,11.12
2022/5/23,19, HS21,18.62,1.1859,7.09,717,165040,2476,51057,1374,31426,7274,69.87,48.55,101.85,0.75,43.75,259.6,,1369,382.7
2022/5/23,19, HS3,17.95,1.1853,7.05,775,148975,1521,42656,1166,30257,6971,67.33,44.78,103.96,1.51,48.52,232.6,,1259,280.4
2022/6/22,20, D01-1,19.5,1.2098,6.84,576,193174,3895,69795,1182,31982,8139,83.85,30.58,96.74,6.52,44.2,309.01,,1025,51.78
2022/6/22,20, D01-2,16.7,1.2108,6.82,444,197126,5851,65227,1170,33541,8091,75.05,31.58,90.26,2.9,41.68,311.69,,1179,35.85
2022/6/22,20, D01-3,13.9,1.2126,6.77,621,198824,8257,60604,1138,35102,7869,78.6,32.24,97.09,7.06,40.26,312.67,,1918,52.24
2022/6/22,20, D01-4,12.9,1.2171,6.75,504,199950,13805,53872,1151,38541,7671,74.25,35,102.67,8.35,29.33,315.75,,2697,47.15
2022/6/22,20, D01-5,11.7,1.2337,6.56,736,218180,28947,36171,1140,49958,6903,75.2,36.26,117.62,4.93,46.83,342.32,,5655,59.28
2022/6/22,20, D06-1,19.1,1.2152,6.69,576,198093,11495,60752,1190,35538,8070,72.72,35.41,95.94,4.33,39.73,315.96,,2215,36.96
2022/6/22,20, D06-2,16.9,1.2159,6.63,537,202199,12951,59986,1244,36009,8167,72.67,35.93,95.72,3.27,26.7,321.33,,2423,58.43
2022/6/22,20, D06-3,14.5,1.2293,6.55,559,210044,31357,49828,1230,39322,7841,66.48,37.3,90.23,5.71,24.62,340.41,,5652,325.16
2022/6/22,20, D11-1,19.7,1.2091,6.86,601,190507,1777,68584,1140,31787,7465,71.68,18.38,94.99,2.8,53.35,302.1,,741.7,31.78
2022/6/22,20, D11-2,19.4,1.2089,6.98,605,188493,1799,68430,1166,32105,7419,72.46,18.7,91,3.49,51.92,300.26,,724.5,30.28
2022/6/22,20, D11-3,19.1,1.2087,6.91,515,188015,1801,68947,1141,32111,7296,71.2,18.49,105.77,3.49,47.04,300.07,,692.8,28.6
2022/6/22,20, BS1,18,1.2192,6.7,811,200547,7205,51565,1314,43448,7999,92.33,35.26,160.54,2.66,51.05,313.23,,1827,148.94
2022/6/22,20, BS2,20.9,1.2166,6.75,770,195176,5705,55991,1284,39971,7906,87.82,32.21,119.26,2.23,55.14,307.1,,1343,33.92
2022/6/22,20, CL1,20.8,1.2152,6.81,532,194054,8379,61662,1160,35936,7312,69.36,24.23,135.82,2.88,41.75,309.31,,1878,20.93
2022/6/22,20, HS1,25.3,1.2019,6.96,747,182437,1644,59596,1221,34374,8337,80.11,25.97,105.76,2.92,41.87,288.61,,726.1,22.53
2022/6/22,20, HS21,25.8,1.2054,6.93,759,184645,1679,60131,1293,35117,8394,81.32,26.36,106.52,3.2,49.65,292.28,,764,33.24
2022/6/24,21, D01-1,21.3,1.2091,6.78,573,194774,4022,64791,1228,32064,5551,69.47,29.86,100.06,4.19,41.65,303.2,,1262,38.24
2022/6/24,21, D01-2,15.6,1.2126,6.69,634,201635,9249,57442,1181,36588,5059,69.15,32.53,98.25,0,0,312,,2788,160.3
2022/6/24,21, D01-3,12.5,1.2139,6.75,640,201658,10700,54315,1164,37760,4851,68.02,32.58,101.45,2.19,38.06,311.3,,2556,45.5
2022/6/24,21, D01-4,11.2,1.2187,6.72,493,205868,16632,46978,1197,41125,4635,69.9,35.37,100.76,5.4,32.52,317.2,,4708,952.9
2022/6/24,21, D01-5,9.9,1.2346,6.46,741,219831,26288,29089,1143,52238,3803,69.55,34.73,103.27,2.8,22.06,333.4,,7292,65.9
2022/6/24,21, D06-1,20.6,1.2156,6.59,542,196466,10805,55330,1213,35436,5194,66,34.07,87.23,2.33,24.21,305.2,,2339,18.27
2022/6/24,21, D06-2,17.1,1.222,6.5,517,206427,21220,52168,1190,37236,4930,63.1,35.25,98.45,3.05,10.62,323.9,,4769,28.24
2022/6/24,21, D06-3,13.9,1.2299,6.53,475,211054,32928,44244,1229,39283,4764,58.79,36.05,86.79,3.23,36.95,334.2,,6847,113.6
2022/6/24,21, D06-4,11.9,1.2294,6.51,547,213337,32327,46067,1240,39301,4785,59.77,36.26,87.02,2.32,44.62,337.8,,7571,93.75
2022/6/24,21, D11-1,20.4,1.2094,6.64,595,190645,1767,62563,1116,32518,5295,73.54,27.72,89.18,0,35.5,294.7,,1041,76.38
2022/6/24,21, D11-2,20,1.2086,6.68,602,190199,1722,62340,1103,32526,5363,72.74,27.48,91.13,2.06,9.81,294.1,,1072,295
2022/6/24,21, D11-3,20.1,1.2085,6.77,598,188492,1682,60966,1105,32676,5353,73.25,27.36,92.8,0,0.025,291.1,,1384,545.2
2022/6/24,21, BS1,22,1.2194,6.54,815,187762,3491,64234,1341,30016,5233,68.12,45.47,94.8,2.26,10.82,293.1,,2220,174.8
2022/6/24,21, BS2,21.9,1.2156,6.63,808,200731,5680,53230,1391,39677,5696,88.14,52.14,119.53,3.53,13.76,307.5,,2046,281.3
2022/6/24,21, CL1,18.7,1.217,6.59,684,198348,9782,51435,1232,38353,4654,70.76,44.33,106.9,0,37.33,304.8,,3466,87.48
2022/6/24,21, HS1,21.3,1.2085,6.74,748,192231,1699,60130,1262,34465,5866,82.81,46.72,111.4,1.98,41.25,296.7,,958.9,37.27
2022/6/24,21, HS21,18.4,1.1935,6.84,698,174212,1684,50701,1491,33240,6303,78,46,107.96,2.53,49.73,268.6,,949.3,36.89
2022/6/26,22, D01-1,19.5,1.2105,7.03,570,198186,3860,68087,1215,31518,5458,69.05,29.75,91.75,1.94,32.11,309.1,,874,28.68
2022/6/26,22, D01-2,16.3,1.2111,7.08,474,196949,5568,62837,1209,33286,5306,69.54,30.93,95.52,2.38,29.3,305.9,,1207,19.4
2022/6/26,22, D01-3,14,1.2121,7.01,605,196725,6617,61614,1191,33560,5292,69.36,30.89,93.19,2.36,30.23,305.8,,1467,23.56
2022/6/26,22, D01-4,11.8,1.2175,6.96,651,200731,12335,52259,1158,38064,4947,68.97,33.65,115.34,2.07,27.69,310.4,,2334,23.24
2022/6/26,22, D01-5,9.9,1.2355,6.76,780,218332,27426,32106,1164,49885,4277,70.96,34.84,101.91,2.37,33.93,334.2,,5784,61
2022/6/26,22, D01-6,10.6,1.2625,6.28,973,253644,14239,11031,970,76933,2419,87.29,26.67,123.74,2.53,57.87,360.5,,5038,56.4
2022/6/26,22, D06-1,20.1,1.2158,6.89,614,198528,10082,58904,1196,34594,5517,66.74,33.95,95.33,1.97,28.85,309.7,,1820,18.07
2022/6/26,22, D06-2,17.5,1.2185,6.89,472,202766,13745,57190,1262,35695,5334,67.35,34.53,95.38,2.3,21.53,316.7,,2651,86.96
2022/6/26,22, D06-3,14,1.227,6.92,592,209527,26241,50775,1167,37359,4409,62.64,35.34,89.76,2.56,27.16,330.3,,4536,37.5
2022/6/26,22, D06-4,12.1,1.2264,6.87,649,205221,25830,49239,1164,36834,4408,62.7,35.29,88.54,2.3,27.94,323.6,,4467,165.13
2022/6/26,22, D11-1,20.2,1.2118,7.04,623,195038,1899,64512,1095,33097,5792,75.71,27.95,93.48,2.23,44.94,302.3,,728,13.25
2022/6/26,22, D11-2,19.7,1.2105,7.08,652,193588,1683,64109,1126,32785,5461,75.01,27.3,93.22,2.03,37.27,299.6,,680,14.32
2022/6/26,22, D11-3,19.7,1.2102,7.07,637,196311,1713,65957,1075,32761,5460,75.44,27.69,94.87,2.01,40.98,304.2,,645,17.24
2022/6/26,22, BS1,17.1,1.209,6.8,786,203307,6624,48515,1198,42714,5084,83.88,37.58,111.01,2.23,51.71,308.5,,1611,33.12
2022/6/26,22, BS2,18.4,1.217,6.83,781,195894,5796,50045,1144,39668,5151,80.82,35.13,104.55,2.42,46,298.7,,1326,75.82
2022/6/26,22, CL1,17.4,1.2215,6.76,700,201135,12273,44675,1032,42119,4220,64.7,28.6,95.59,2.44,42.99,306.4,,3313,33.19
2022/6/26,22, HS1,25.7,1.2105,7,770,189946,1650,55224,1067,36291,5384,77.81,31.2,103.46,1.98,69.64,290.6,,758,21.95
2022/6/26,22, HS2,21.4,1.2105,6.96,678,193700,2121,59945,1120,34896,5427,75.25,29.81,99.41,2.02,59.52,298.2,,873,38.96
2022/6/28,23, D01-1,19.9,1.2104,6.87,383,200826,3908,70298,1213,31166,5310,68.69,29.29,92.05,3.31,43.44,313.3,,971.7,47.64
2022/6/28,23, D01-2,16,1.2132,6.75,568,206296,8205,63277,1184,35426,5137,69.93,31.41,94.78,2.7,37.31,320.3,,1652.62,21.35
2022/6/28,23, D01-3,12.4,1.2185,6.71,653,210010,13538,55875,1178,38904,4861,68.74,33.54,95.4,3.62,42.4,325.3,,2578.64,122.53
2022/6/28,23, D01-4,13.3,1.2182,6.76,650,207277,12643,55118,1186,38645,4884,69.25,33.34,94.66,3.02,42.86,320.6,,2353.11,23.5
2022/6/28,23, D01-5,9.9,1.2377,6.51,723,231402,28009,35517,1155,52289,3942,72.41,34.64,102.16,3.48,45.91,353.3,,5642.89,66.61
2022/6/28,23, D01-6,9.4,1.2611,6.13,730,260626,12620,11507,989,79529,2468,87.89,26.3,122.2,3.82,79.18,368.8,,4630.55,202.96
2022/6/28,23, D01-7,8.7,1.2667,5.93,1063,266392,11091,8133,954,83801,2252,90.22,24.44,126.39,3.26,91.67,374,,4114.83,54.26
2022/6/28,23, D01-8,8.9,1.2682,5.9,1048,268071,10621,8853,990,84114,2228,91.01,24.97,128.28,3.19,91.95,376.3,,3825.67,60.43
2022/6/28,23, D06-1,19.7,1.2713,6.56,391,207054,10348,63718,1227,34805,5476,67.53,33.8,87.24,2,27.3,323.2,,1914.24,30.53
2022/6/28,23, D06-2,17.2,1.2213,6.61,566,207674,17766,57871,1228,35795,5311,64.42,34.51,88.41,1.98,23.86,326.4,,3117.27,52.29
2022/6/28,23, D06-3,14.1,1.2298,6.59,549,215976,30703,51229,1233,38063,5089,60.67,35.9,86.97,2.22,32.07,343.1,,5231.6,173.34
2022/6/28,23, D06-4,11.8,1.2299,6.6,568,215484,30500,51933,1226,37596,5104,61.13,36.06,86.55,2.09,31.93,342.6,,5165.86,44.8
2022/6/28,23, D11-1,20.1,1.2114,6.81,419,201478,1728,69695,1126,32407,5189,73.82,27.27,91.34,2.19,47.6,312.3,,890.69,138.91
2022/6/28,23, D11-2,19.6,1.2105,6.92,482,201619,1653,69030,1127,32866,5286,74.72,27.1,90.77,2.51,38.11,312.3,,686.87,87.09
2022/6/28,23, D11-3,19.6,1.2103,6.92,614,203021,1679,71001,1112,32313,5215,74.82,27.36,89.91,2.52,48.88,315.2,,606.02,9.32
2022/6/28,23, BS1,17.3,1.2201,6.64,765,212987,7876,53558,1214,43015,5307,88.41,41.19,113.6,1.99,43.39,325,,1792.48,42.01
2022/6/28,23, BS2,18.6,1.2169,6.71,624,207629,6074,57411,1262,39736,5667,85.27,38.28,108.7,2.1,51.28,318.7,,1319.83,87.38
2022/6/28,23, CL1,16,1.2198,6.67,589,216279,10446,57376,1110,41212,4693,71.24,32.08,99.64,2.08,38.21,331.9,,2642.84,20.7
2022/6/28,23, HS1,27.6,1.2095,6.86,759,205041,1790,64185,1133,36785,5972,85.32,35.51,108.33,2.52,41.58,315.9,,792.02,107.27
2022/6/28,23, HS2,22.3,1.2085,6.87,608,204947,1772,65135,1169,36217,6021,83.5,34.68,105.69,2.17,38.97,316.1,,732.05,41.52
2022/7/10,24, D01-1,21.7,1.2101,6.85,560,195594,4294,66039,1270,31490,5265,67.89,29.39,88.42,2.12,19.8,304.7,,1226.8,586.4
2022/7/10,24, D01-2,18.1,1.2121,6.81,599,192465,7713,56310,1159,34491,4933,66.91,30.52,91.21,2.47,15.55,297.9,,1545,28.9
2022/7/10,24, D01-3,14.6,1.2135,6.81,599,195039,8505,54685,1164,35992,4967,68.12,31.21,93.56,2.86,13.12,301.2,,1651.5,18.8
2022/7/10,24, D01-4,12.9,1.2173,6.84,633,195564,12708,47690,1172,38501,4719,67.73,33.35,95.22,2.02,13.74,301.2,,2362.5,24.4
2022/7/10,24, D01-5,11.4,1.2351,6.63,692,212883,26591,29384,1142,49626,3948,69.41,34,98.23,2.77,13.64,324.5,,4849.7,34.4
2022/7/10,24, D01-6,9.6,1.2679,5.93,845,258296,9544,8465,1029,81196,2071,92.18,24.45,128.73,2.3,28.99,361.7,,2944.9,60.1
2022/7/10,24, D06-1,20.8,1.2154,6.58,528,194916,8629,59344,1226,33464,5249,65.84,33.57,87.01,2.06,14.62,303.6,,1554,18.2
2022/7/10,24, D06-2,18.9,1.2165,6.6,551,196590,11869,57117,1246,34173,5150,65.66,34.21,87.76,2.03,14.22,306.9,,1836.3,22.3
2022/7/10,24, D06-3,15.4,1.2316,6.53,522,205173,34017,43372,1225,37395,4750,58.24,35.74,85.63,1.97,13.71,326.7,,4992.7,44.4
2022/7/10,24, D06-4,13,1.2321,6.47,531,210482,34172,45734,1278,37913,4848,58.79,36.17,86.39,1.95,14.9,335.2,,5690.9,89.5
2022/7/10,24, D11-1,20.7,1.2087,6.91,421,187946,1611,63699,1185,30906,5053,70.2,26.61,87.64,2.09,19.21,291,,584.5,14.4
2022/7/10,24, D11-2,20.5,1.2098,6.93,587,191754,1639,65139,1195,31504,5203,72.32,27.27,88.22,2.04,17.59,297.2,,571.1,15.7
2022/7/10,24, D11-3,20.5,1.2095,6.93,484,193110,1648,65737,1200,31629,5217,72.37,26.97,87.5,2.03,18.56,299.2,,593.8,21.9
2022/7/10,24, BS1,20.7,1.2305,6.51,678,213943,14982,34246,1536,50792,3932,78.48,46.17,111.3,2.2,55.91,320.4,,3131.1,69.1
2022/7/10,24, BS2,19.9,1.2202,6.66,722,200203,9340,46508,1319,41763,4998,74.87,31.37,103.43,2.3,41.51,305.1,,1896.3,27.9
2022/7/10,24, CL1,17.6,1.2276,6.53,748,212662,12482,36357,1314,50123,3695,62.4,25.15,102.3,2.29,40.26,317.6,,3003.6,27.3
2022/7/10,24, HS1,21.9,1.2141,6.83,843,196064,1738,53165,1080,39532,5686,83.75,26.62,111.67,2.04,41.74,298.4,,737.1,21.2
2022/7/10,24, HS2,21.3,1.2138,6.83,789,198816,2127,55438,1118,39151,5808,82.87,26.45,111.47,2.27,48.18,303.5,,765.8,21.5
2022/7/21,25, D01-1,19.9,1.2104,6.91,566,191106,4533,66022,1190,30006,5469,80.5,28.45,122.07,3.65,28.79,299.2,,1317.3,106
2022/7/21,25, D01-2,17.7,1.2111,6.9,592,192736,5414,64357,1199,31159,5425,78.17,29.72,111.58,3.46,16.98,301.1,,1286.9,52.4
2022/7/21,25, D01-3,15.9,1.2113,6.95,611,190035,5865,63291,1185,30684,5486,78.67,29.98,112.02,2.5,31.2,297.4,,1547.6,122.6
2022/7/21,25, D01-4,13.8,1.218,6.89,628,196516,12972,57697,1187,33578,5197,81.81,31.99,100.26,3.45,26.61,308,,2572,81.9
2022/7/21,25, D01-5,12.2,1.2368,6.62,721,215874,29632,34793,1145,46909,4142,83.4,34.69,103.33,4.92,182.05,333.6,,6327.9,359.9
2022/7/21,25, D01-6,10.3,1.2554,6.16,846,236132,19474,15256,1054,67048,2620,87.21,32.85,112.06,4.16,40.27,342.7,,8679,202.6
2022/7/21,25, D01-7,9.9,1.261,6.09,931,251679,15662,13026,1046,74717,2411,99.11,29.62,120.43,5.22,23.07,359.8,,6541.1,77.7
2022/7/21,25, D06-1,19.8,1.2128,5.69,567,190806,8142,66066,1238,28762,5612,74.82,33.94,92.19,2.48,20.64,301.4,,1906.4,1505.2
2022/7/21,25, D06-2,18.3,1.2148,6.57,553,190322,10705,64235,1229,28734,5483,74.09,34.14,89.12,2.66,13.08,301.5,,2054.6,170.4
2022/7/21,25, D06-3,16,1.2312,6.36,518,209703,36242,51586,1262,34001,5168,70.97,36.45,90.77,3.18,21.22,338.7,,6340,5321.2
2022/7/21,25, D11-1,19.5,1.2098,6.73,510,200551,2062,77087,1128,28197,5489,87.4,41.18,106.62,2.27,24.25,315.3,,855,56.4
2022/7/21,25, D11-2,19.3,1.2087,6.74,508,182979,1849,70410,1037,25703,5022,82.49,39.25,115.44,2.44,22.47,287.8,,718,43.7
2022/7/21,25, D11-3,19.2,1.2087,6.72,516,191766,1901,72279,1056,27754,5222,85.14,39.86,91.71,3.6,18.13,300.7,,780.2,88
2022/7/21,25, BS1,16,1.2359,5.98,732,217391,18838,30619,1476,52532,3073,109.91,70.73,125.1,2.46,26.62,325,,4866.7,2874.2
2022/7/21,25, BS2,17.5,1.2234,6.27,669,204296,12423,46380,1299,42230,4758,106.12,54.8,136.18,3.26,20.69,312.4,,3174,509.5
2022/7/21,25, CL1,15.9,1.2363,5.99,805,219127,14742,28295,1083,55953,3335,94.67,45.04,135.62,2.51,29.72,323.7,,4479.6,125.3
2022/7/21,25, HS1,21.2,1.2167,6.44,920,200915,2212,51950,876,42014,6330,132.81,51.52,148.52,3.88,27.76,305.6,,1314.9,2229.8
2022/7/21,25, HS2,21,1.2149,6.49,860,226720,2350,62514,1052,45272,6939,137.8,54.07,144.58,2.23,28.76,346.1,,1058.4,308.5
2022/8/1,26, D01-1,21.7,1.2131,6.79,592,184015,5216,62772,1095,29049,5099,105.39,49.93,113.71,3.07,20.22,288.1,,1504.1,1485.3
2022/8/1,26, D01-2,17.2,1.2148,6.75,646,188464,7726,59610,1081,31431,4896,103.17,51.3,112.29,2.69,17.79,294.2,,3822.9,4262.3
2022/8/1,26, D01-3,15.3,1.2146,6.88,634,189919,8010,59825,1081,31730,4915,103.05,51.33,111.23,4.48,13.03,296.4,,1966.4,213.3
2022/8/1,26, D01-4,14.1,1.2197,6.77,649,193671,13339,53109,1113,34851,4759,104.47,54.72,114.22,2.19,21.6,301.8,,3040.9,299.1
2022/8/1,26, D01-5,13.4,1.2338,6.7,709,205510,24001,38002,1063,43419,3980,103.31,54.1,131.68,2.94,20.89,317,,5595.3,221
2022/8/1,26, D06-1,21.2,1.2145,6.7,539,188314,7362,64042,1134,29133,5041,98.82,54.28,100.78,3.23,13.24,295.8,,1817.2,148.9
2022/8/1,26, D06-2,19.5,1.2179,6.57,470,193002,11779,62100,1123,30380,5029,98.21,54.59,98.92,2.47,10.47,304.2,,2026,107.1
2022/8/1,26, D06-3,17.3,1.2345,6.57,522,208042,36595,50886,1186,33626,4729,93.24,57.15,107.34,3.92,12,335.9,,5724,505.5
2022/8/1,26, D06-4,14.6,1.2354,6.55,511,210514,37329,49731,1194,34848,4725,92.9,57.21,105.24,2.37,11.92,339.1,,6219.8,60
2022/8/1,26, D11-1/2,20.3,1.2102,6.61,363,183666,2048,70653,1098,25785,5427,101.05,49.41,126.82,2.69,10.57,289.3,,955.3,71.2
2022/8/1,26, D11-3,19.8,1.2108,6.85,483,187063,1978,71682,1135,26435,5448,100.56,49.99,100.26,2.8,17.98,294.5,,886.5,610.8
2022/8/1,26, BS1,21.7,1.2441,6.3,863,220336,18477,23956,1441,57634,4688,140.6,87.12,143.84,2.3,24.78,327.8,,3856.7,340.7
2022/8/1,26, BS2,23.7,1.2349,6.44,838,206599,16916,32963,1514,48461,4151,124.07,77.69,126.17,3.06,22.26,311.8,,3929.9,607.2
2022/8/1,26, CL1,15.6,1.2302,6.48,761,205386,13986,36602,1111,47313,4345,108.11,53.6,123.7,2.24,25.97,309.8,,4446.8,6938.8
2022/8/1,26, HS1,25.4,1.2205,6.7,1037,195640,2300,43448,830,44793,6602,150.75,60.93,153.75,2.05,51.54,295.1,,1031.5,70.1
2022/8/1,26, HS2,24.4,1.2189,6.74,941,195670,2338,46459,903,43124,6556,225.97,59.34,145.19,2.81,20.94,296.4,,1059.7,76
2022/8/11,27, D01-1,23.9,1.213,6.84,592,202619,5868,65192,1254,33888,5036,74.82,32,99.6,2.08,18.6,314.7,,1455.5,48.1
2022/8/11,27, D01-2,20.7,1.2138,6.8,615,208470,5955,65171,1243,35901,5087,74.43,31.79,95.62,2.06,15.8,322.7,,1595,93.1
2022/8/11,27, D01-3,18.3,1.2137,6.78,649,205802,6261,63500,1219,35767,4975,73.91,31.38,93.7,2.82,16.55,318.4,,1525.8,44.5
2022/8/11,27, D01-4,15.4,1.2147,6.8,623,206232,7463,62671,1225,35991,5037,73.16,32.24,95.63,1.96,12.5,319.5,,1851.6,222.2
2022/8/11,27, D01-5,13.4,1.24,6.54,732,232236,29793,32971,1217,53388,3752,73.85,35.94,100.02,2.35,18.93,354.3,,6693,67.8
2022/8/11,27, D06-1,23.2,1.2135,6.35,527,207248,6551,66118,1302,34730,5098,71.36,33.98,97.22,2.26,13.1,321.8,,1505.7,49.6
2022/8/11,27, D06-2,21,1.2134,6.45,519,205418,6654,65626,1312,34318,5098,72.07,34.65,94.99,2.38,11,319.2,,1562.4,44.5
2022/8/11,27, D06-3,18,1.2339,6.63,583,220530,36207,51586,1394,37630,4751,65.05,37.4,99.73,1.93,16.12,352.9,,5836.9,72.7
2022/8/11,27, D06-4,15.4,1.2349,6.47,580,227150,38672,51632,1368,39129,4760,64.23,38.19,101.75,2.25,9.47,363.5,,6097.4,72.1
2022/8/11,27, D11-1/2,22.3,1.211,6.61,396,200381,1992,70197,1247,31732,5476,71.77,30.34,87.77,2.14,20.25,311.6,,853.8,24
2022/8/11,27, D11-3,20.9,1.2108,6.64,344,201862,1983,69871,1223,32398,5441,71.62,29.94,87.62,1.94,13.83,313.3,,792.8,30.1
2022/8/11,27, D11-4,20.4,1.2108,6.62,463,203523,1991,69409,1265,33237,5531,71.91,30.47,87.45,2.17,17,315.6,,797.1,29.6
2022/8/11,27, BS1,21.7,1.243,6.21,731,241102,20725,25451,1591,62825,3055,104.58,71.17,142.41,2.35,30.45,355.8,,4280.8,71.7
2022/8/11,27, BS2,23.7,1.2324,6.36,732,229337,16804,35135,1592,55197,4344,95.2,56.77,124.72,2.71,25.23,343.5,,5885.7,11814.5
2022/8/11,27, CL1,15.6,1.2308,6.34,767,229322,15987,35358,1232,55618,4160,74.38,34.51,178.94,2.49,23.67,342.8,,4679.9,60.8
2022/8/11,27, HS1,25.4,1.2231,6.58,1116,221251.8324,2475,37926.47501,794,56670.08534,6697,126.83,43.65,210.32,4.33,29.18,327.3,,1382.8,1199.9
2022/8/11,27, HS2,24.4,1.2205,6.58,1006,216123.8778,2368,42460.26385,888,52385.48353,6653,119.7,42.07,146.39,1.99,27.5,322.2,,1180.9,133.9
